Product_Code,Product_Label
030367,"Fish; frozen, Alaska pollack (Theraga chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030368,"Fish; frozen, blue whitings (Micromesistius poutassou, Micromesistius australis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030369,"Fish; frozen, of Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, Muraenolepididae, other than cod, haddock, coalfish, hake, Alaska pollack, blue whitings, not fillets, meat of 0304, and edible offal of 0303.9"
030381,"Fish; frozen, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030382,"Fish; frozen, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030383,"Fish; frozen, toothfish (Dissostichus spp.), excluding fillets, livers, roes, and edible fish offal of subheadings 0303.91 to 0303.99"
030384,"Fish; frozen, seabass (Dicentrarchus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030389,"Fish; frozen, n.e.c. in heading 0303, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030391,"Fish; frozen, livers, roes and milt"
030392,"Fish; frozen, shark fins"
030399,"Fish; frozen, fish fins (other than shark fins), heads, tails, maws and other edible fish offal"
030461,"Fish fillets; frozen, tilapias (Oreochromis spp.)"
030462,"Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
030463,"Fish fillets; frozen, Nile Perch (Lates niloticus)"
030469,"Fish fillets; frozen, carp (Cyprinus/Carassius/Ctenopharyngodon idellus/Hypophthalmichthys/Cirrhinus/Mylopharyngodon piceus/Catla catla/Labeo/Osteochilus hasselti/Leptobarbus hoeveni/Megalobrama), eels (Anguilla) and snakeheads (Channa)"
030471,"Fish fillets; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
030472,"Fish fillets; frozen, haddock (Melanogrammus aeglefinus)"
030473,"Fish fillets; frozen, coalfish (Pollachius virens)"
030474,"Fish fillets; frozen, hake (Merluccius spp., Urophycis spp.)"
030475,"Fish fillets; frozen, Alaska pollack (Theragra chalcogramma)"
030479,"Fish fillets; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae other than cod, haddock, coalfish, hake, and Alaska pollack"
030481,"Fish fillets; frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)"
030482,"Fish fillets; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
030483,"Fish fillets; frozen, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)"
030484,"Fish fillets; frozen, swordfish (Xiphias gladius)"
030485,"Fish fillets; frozen, toothfish (Dissostichus spp.)"
030486,"Fish fillets; frozen, herrings (Clupea harengus, Clupea pallasii)"
030487,"Fish fillets; frozen, tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)"
030488,"Fish fillets; frozen, dogfish, other sharks, rays and skates (Rajidae)"
030489,"Fish fillets; frozen, of fish n.e.c. in heading 0304.8"
030491,"Fish meat, excluding fillets, whether or not minced; frozen, swordfish (Xiphias gladius)"
030492,"Fish meat, excluding fillets, whether or not minced; frozen, toothfish (Dissostichus spp.)"
030493,"Fish meat, excluding fillets, whether or not minced; frozen, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
030494,"Fish meat, excluding fillets, whether or not minced; frozen, Alaska Pollack (Theragra chalcogramma)"
030495,"Fish meat, excluding fillets, whether or not minced; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)"
030496,"Fish meat, excluding fillets, whether or not minced; frozen, dogfish and other sharks"
030497,"Fish meat, excluding fillets, whether or not minced; frozen, rays and skates (Rajidae)"
030499,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9"
B_BB04,"Flours, meals and pellets"
030510,"Fish; flours, meals and pellets, fit for human consumption"
B_BB05,"Dried, smoked, salted or in-brine"
030520,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine"
030531,"Fish fillets; dried, salted or in brine, but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
030532,"Fish fillets; dried, salted or in brine, but not smoked, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae"
030539,"Fish fillets; dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3"
030541,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal"
030542,"Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal"
030543,"Fish; smoked, whether or not cooked before or during smoking, trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), includes fillets, but excludes edible fish offal"
030544,"Fish; smoked, whether or not cooked before or during smoking, tilapias, catfish, carp, eels, Nile perch, and snakeheads, includes fillets, but excludes edible fish offal"
030549,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal"
030551,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
030552,"Fish; dried, whether or not salted but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
030553,"Fish; dried, whether or not salted but not smoked, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod"
030554,"Dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl Indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, Pacific saury, scads, capelin, swordfish, Kawakawa, bonitos, marlins, sailfishes, spearfish"
030559,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5"
030561,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)"
030562,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
030563,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)"
030564,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
030569,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6"
030571,"Fish; edible offal, shark fins"
030572,"Fish; edible offal, fish heads, tails and maws"
030579,"Fish; edible offal, other than shark fins, fish heads, tails and maws"
B_BB06,Preparations
160411,Caviar and caviar substitutes prepared from fish eggs
B_BB07,"Fish preparations; salmon, prepared or preserved, whole or in pieces (but not minced)"
160412,"Fish preparations; herrings, prepared or preserved, whole or in pieces (but not minced)"
160413,"Fish preparations; sardines, sardinella and brisling or sprats, prepared or preserved, whole or in pieces (but not minced)"
160414,"Fish preparations; tunas, skipjack and Atlantic bonito (sarda spp.), prepared or preserved, whole or in pieces (but not minced)"
160415,"Fish preparations; mackerel, prepared or preserved, whole or in pieces (but not minced)"
160416,"Fish preparations; anchovies, prepared or preserved, whole or in pieces (but not minced)"
160417,"Fish preparations; eels, prepared or preserved, whole or in pieces (but not minced)"
160418,"Fish preparations; shark fins, prepared or preserved, whole or in pieces (but not minced)"
160419,"Fish preparations; fish prepared or preserved, whole or in pieces (but not minced), n.e.c. in heading no. 1604"
160420,"Fish preparations; fish minced or in forms n.e.c. in heading no. 1604, prepared or preserved"
160431,Fish preparations; caviar
160432,"Fish preparations; caviar substitutes, prepared from fish eggs"
B_BB08,Crustaceans
B_BB09,"Live, fresh or chilled"
030631,"Crustaceans; live, fresh or chilled, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not"
030632,"Crustaceans; live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not"
030633,"Crustaceans; live, fresh or chilled, crabs, whether in shell or not"
030634,"Crustaceans; live, fresh or chilled, Norway lobsters (Nephrops norvegicus), in shell or not"
030635,"Crustaceans; live, fresh or chilled, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not"
030636,"Crustaceans; live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not"
030639,"Crustaceans; live, fresh or chilled, n.e.c. in item no. 0306.3, in shell or not, including edible flours, meals, and pellets of crustaceans"
B_BB10,Frozen
030611,"Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
030612,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
030614,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
030615,"Crustaceans; frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
030616,"Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
030617,"Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
030619,"Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; including edible flours, meals, and pellets of crustaceans"
B_BB11,"Dried, smoked, salted or in-brine"
030691,"Crustaceans; rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030692,"Crustaceans; lobsters (Homarus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030693,"Crustaceans; crabs, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030694,"Crustaceans; Norway lobsters (Nephrops norvegicus), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030695,"Crustaceans; shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
B_BB12,"Other, n.e.s.i."
030699,"Crustaceans; smoked, whole, cooked or not, n.e.c. in item no. 0306.9, in shell or not, including edible flours, meals, and pellets of crustaceans"
B_BB13,Preparations
160510,"Crustacean preparations; crab, prepared or preserved"
160521,"Crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers"
160529,"Crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers"
160530,"Crustacean preparations; lobster, prepared or preserved"
160540,"Crustacean preparations; other than crab, shrimps, prawns, and lobsters, prepared or preserved"
B_BB14,Molluscs
B_BB15,"Live, fresh or chilled"
030711,"Molluscs; oysters, whether in shell or not, live, fresh or chilled"
030721,"Molluscs; scallops, whether in shell or not, including queen scallops, of the genera Pecten, Chlamys or Placopecten, live, fresh or chilled"
030731,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled"
030742,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled"
030751,"Molluscs; octopus (Octopus spp.), live, fresh or chilled"
030771,"Molluscs; clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled"
030781,"Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled"
030782,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, live, fresh or chilled"
030791,"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, live or fresh, chilled"
B_BB16,Frozen
030712,"Molluscs; oysters, whether in shell or not, frozen"
030722,"Molluscs; scallops, whether in shell or not, including queen scallops of the genera Pecten, Chlamys or Placopecten, frozen"
030732,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, frozen"
030743,"Molluscs; cuttle fish and squid, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, frozen"
030752,"Molluscs; octopus (Octopus spp.), frozen"
030772,"Molluscs; clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, frozen"
030783,"Molluscs; abalone (Haliotis spp.), whether in shell or not, frozen"
030784,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, frozen"
030792,"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, frozen"
B_BB17,"Live, fresh, chilled, frozen and other"
